id,disease,text,symptoms
Hypertension _3003,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_3004,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_3005,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_3006,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_3007,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_3008,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_3009,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_3010,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_3011,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_3012,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_3013,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_3014,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_3015,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E_3016,Hepatitis E,"Disease: Hepatitis E. Symptoms include: joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding.","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis_3017,Alcoholic hepatitis,"Disease: Alcoholic hepatitis. Symptoms include: vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis_3018,Tuberculosis,"Disease: Tuberculosis. Symptoms include: chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold_3019,Common Cold,"Disease: Common Cold. Symptoms include: continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia_3020,Pneumonia,"Disease: Pneumonia. Symptoms include: chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles)_3021,Dimorphic hemmorhoids(piles),"Disease: Dimorphic hemmorhoids(piles). Symptoms include: constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack_3022,Heart attack,"Disease: Heart attack. Symptoms include: vomiting, breathlessness, sweating, chest_pain.","vomiting, breathlessness, sweating, chest_pain"
Varicose veins_3023,Varicose veins,"Disease: Varicose veins. Symptoms include: fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf.","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism_3024,Hypothyroidism,"Disease: Hypothyroidism. Symptoms include: fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism_3025,Hyperthyroidism,"Disease: Hyperthyroidism. Symptoms include: fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation.","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia_3026,Hypoglycemia,"Disease: Hypoglycemia. Symptoms include: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations.","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis_3027,Osteoarthristis,"Disease: Osteoarthristis. Symptoms include: joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking.","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis_3028,Arthritis,"Disease: Arthritis. Symptoms include: muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking.","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo_3029,(vertigo) Paroymsal  Positional Vertigo,"Disease: (vertigo) Paroymsal  Positional Vertigo. Symptoms include: vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne_3030,Acne,"Disease: Acne. Symptoms include: skin_rash, pus_filled_pimples, blackheads, scurring.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection_3031,Urinary tract infection,"Disease: Urinary tract infection. Symptoms include: burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine.","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis_3032,Psoriasis,"Disease: Psoriasis. Symptoms include: skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo_3033,Impetigo,"Disease: Impetigo. Symptoms include: skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze.","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection_3034,Fungal infection,"Disease: Fungal infection. Symptoms include: itching, skin_rash, nodal_skin_eruptions, dischromic _patches.","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy_3035,Allergy,"Disease: Allergy. Symptoms include: continuous_sneezing, shivering, chills, watering_from_eyes.","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD_3036,GERD,"Disease: GERD. Symptoms include: stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain.","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis_3037,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_3038,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae_3039,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_3040,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes _3041,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis_3042,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma_3043,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _3044,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine_3045,Migraine,"Disease: Migraine. Symptoms include: acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances.","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis_3046,Cervical spondylosis,"Disease: Cervical spondylosis. Symptoms include: back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance.","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage)_3047,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice_3048,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria_3049,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox_3050,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue_3051,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_3052,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A_3053,hepatitis A,"Disease: hepatitis A. Symptoms include: joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B_3054,Hepatitis B,"Disease: Hepatitis B. Symptoms include: itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections.","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C_3055,Hepatitis C,"Disease: Hepatitis C. Symptoms include: fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history.","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D_3056,Hepatitis D,"Disease: Hepatitis D. Symptoms include: joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
